/* DATA DESCRIPTION:
Citation:	Priestley, Keith; McKenzie, Dan (2015): Lithospheric thickness of Pangea. PANGAEA, https://doi.org/10.1594/PANGAEA.847325, 
	Supplement to: Priestley, K; McKenzie, D (2013): The relationship between shear wave velocity, temperature, attenuation and viscosity in the shallow part of the mantle. Earth and Planetary Science Letters, 381, 78-91, https://doi.org/10.1016/j.epsl.2013.08.022
Abstract:	Surface wave tomography, using the fundamental Rayleigh wave velocities and those of higher modes between 1 and 4 and periods between 50 and 160 s, is used to image structures with a horizontal resolution of ~250 km and a vertical resolution of ~50 km to depths of ~300 km in the mantle. A new model, PM_v2_2012, obtained from 3×10**6 seismograms, agrees well with earlier lower resolution models. It is combined with temperature estimates from oceanic plate models and with pressure and temperature estimates from the mineral compositions of garnet peridotite nodules to generate a number of estimates of SV(P,T) based on geophysical and petrological observations alone. These are then used to estimate the unrelaxed shear modulus and its derivatives with respect to pressure and temperature, which agree reasonably with values from laboratory experiments. At high temperatures relaxation occurs, causing the shear wave velocity to depend on frequency. This behaviour is parameterised using a viscosity to obtain a Maxwell relaxation time. The relaxation behaviour is described using a dimensionless frequency, which depends on an activation energy E and volume Va. The values of E and Va obtained from the geophysical models agree with those from laboratory experiments on high temperature creep. The resulting expressions are then used to determine the lithospheric thickness from the shear wave velocity variations. The resolution is improved by about a factor of two with respect to earlier models, and clearly resolves the thick lithosphere beneath active intracontinental belts that are now being shortened. The same expressions allow the three dimensional variations of the shear wave attenuation and viscosity to be estimated.
Related to:	McKenzie, Dan; Daly, Mike; Priestley, Keith (2015): The lithospheric structure of Pangea. http://issues.pangaea.de/browse/PDI-10217, Geology, https://doi.org/10.1130/G36819.1
Coverage:	MEDIAN LATITUDE: -10.416610 * MEDIAN LONGITUDE: -2.007162 * SOUTH-BOUND LATITUDE: -89.136000 * WEST-BOUND LONGITUDE: -178.617000 * NORTH-BOUND LATITUDE: 89.506000 * EAST-BOUND LONGITUDE: 175.757000
Parameter(s):	LATITUDE (Latitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	LONGITUDE (Longitude) * GEOCODE * PI: McKenzie, Dan (mckenzie@madingley.org)
	Thickness [km] (Thick) * PI: McKenzie, Dan (mckenzie@madingley.org) * COMMENT: of lithosphere
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	5864 data points
*/
Latitude	Longitude	Thick [km]
23.352	-61.980	105
22.592	-60.966	141
21.852	-59.941	181
21.132	-58.904	190
20.434	-57.855	194
19.756	-56.796	191
19.100	-55.726	191
18.466	-54.646	193
17.855	-53.554	197
17.266	-52.453	195
16.701	-51.342	203
16.160	-50.221	211
15.643	-49.091	222
15.151	-47.952	228
14.683	-46.804	225
14.241	-45.648	217
13.825	-44.484	210
13.435	-43.312	205
13.071	-42.133	197
12.734	-40.948	193
12.424	-39.756	194
12.142	-38.559	198
11.887	-37.357	204
11.659	-36.149	205
11.460	-34.938	201
11.289	-33.722	193
11.146	-32.504	195
11.031	-31.283	186
10.945	-30.060	182
10.888	-28.836	183
10.859	-27.611	182
10.859	-26.385	178
10.888	-25.160	175
10.945	-23.935	159
11.031	-22.713	144
27.998	-64.332	94
27.192	-63.410	94
26.404	-62.476	94
25.635	-61.529	110
24.883	-60.571	138
24.151	-59.601	173
23.437	-58.619	185
22.743	-57.626	195
22.070	-56.621	198
21.417	-55.606	197
20.785	-54.580	198
20.174	-53.543	202
19.586	-52.496	206
19.019	-51.440	204
18.475	-50.373	210
17.954	-49.297	218
17.457	-48.212	226
16.983	-47.118	227
16.534	-46.016	220
16.109	-44.906	212
15.709	-43.788	211
15.334	-42.663	210
14.984	-41.531	210
14.660	-40.392	210
14.362	-39.248	210
14.091	-38.098	213
13.846	-36.944	214
13.627	-35.784	213
13.436	-34.621	206
13.271	-33.454	197
13.134	-32.284	189
13.024	-31.112	194
12.941	-29.938	187
12.886	-28.763	183
12.859	-27.586	177
12.859	-26.410	173
12.886	-25.233	160
30.996	-64.415	94
30.189	-63.566	94
29.397	-62.703	94
28.623	-61.828	94
27.865	-60.940	105
27.124	-60.039	118
26.401	-59.127	143
25.697	-58.202	169
25.011	-57.266	186
24.344	-56.318	200
23.697	-55.359	208
23.069	-54.389	205
22.462	-53.408	209
21.876	-52.417	201
21.310	-51.415	201
20.766	-50.404	206
20.244	-49.384	212
19.744	-48.354	221
19.267	-47.315	231
18.812	-46.268	233
18.381	-45.213	231
17.974	-44.150	224
17.590	-43.079	218
17.230	-42.001	214
16.895	-40.917	212
16.585	-39.827	212
16.299	-38.731	215
16.039	-37.630	218
15.804	-36.524	221
15.595	-35.413	217
15.411	-34.299	211
15.254	-33.182	205
15.122	-32.061	199
15.017	-30.938	195
14.938	-29.814	192
14.885	-28.688	191
14.859	-27.561	178
14.859	-26.434	157
44.547	-72.185	94
43.599	-71.622	94
42.661	-71.038	94
41.733	-70.434	126
40.816	-69.811	125
33.904	-64.201	94
33.100	-63.430	94
32.310	-62.643	94
31.536	-61.843	94
30.777	-61.030	94
30.034	-60.202	96
29.307	-59.362	108
28.597	-58.509	123
27.905	-57.644	139
27.229	-56.766	168
26.572	-55.877	187
25.933	-54.976	201
25.313	-54.064	206
24.712	-53.141	209
24.131	-52.207	208
23.569	-51.263	205
23.028	-50.309	206
22.507	-49.345	208
22.007	-48.372	213
21.529	-47.390	222
21.072	-46.399	232
20.638	-45.399	235
20.225	-44.392	235
19.835	-43.377	231
19.468	-42.355	224
19.125	-41.326	216
18.804	-40.291	212
18.508	-39.250	210
18.235	-38.204	209
17.986	-37.152	210
17.762	-36.096	209
17.562	-35.035	208
17.386	-33.971	203
17.236	-32.904	200
17.110	-31.834	198
17.010	-30.761	196
16.934	-29.687	200
16.884	-28.612	187
16.859	-27.536	173
16.859	-26.460	145
46.192	-70.030	94
45.280	-69.557	94
44.377	-69.061	94
43.482	-68.541	94
42.597	-68.000	110
41.722	-67.438	94
40.856	-66.856	98
40.002	-66.255	94
39.158	-65.635	94
38.326	-64.997	94
37.506	-64.341	94
36.698	-63.669	94
35.903	-62.980	94
35.121	-62.275	94
34.353	-61.555	94
33.599	-60.820	94
32.859	-60.071	94
32.134	-59.308	94
31.425	-58.530	103
30.731	-57.740	111
30.053	-56.936	128
29.391	-56.120	145
28.747	-55.291	167
28.119	-54.450	181
27.510	-53.598	191
26.918	-52.735	205
26.344	-51.860	207
25.789	-50.975	212
25.254	-50.079	214
24.737	-49.174	216
24.241	-48.259	216
23.764	-47.334	217
23.308	-46.401	220
22.873	-45.459	221
22.458	-44.509	219
22.065	-43.552	218
21.694	-42.587	215
21.344	-41.614	213
21.016	-40.636	211
20.711	-39.651	209
20.429	-38.660	208
20.169	-37.664	208
19.932	-36.663	207
19.718	-35.658	204
19.528	-34.649	200
19.361	-33.636	195
19.218	-32.620	202
19.098	-31.601	194
19.002	-30.581	187
18.930	-29.558	180
18.882	-28.535	156
18.858	-27.510	138
18.858	-26.486	131
46.816	-67.269	94
45.952	-66.864	94
45.096	-66.433	94
44.248	-65.978	94
43.408	-65.500	94
42.577	-65.000	94
41.756	-64.478	94
40.944	-63.936	94
40.143	-63.374	94
39.352	-62.793	94
38.573	-62.193	94
37.805	-61.576	94
37.050	-60.942	94
36.307	-60.292	96
35.577	-59.625	98
34.860	-58.943	99
34.157	-58.246	101
33.468	-57.534	106
32.793	-56.808	111
32.134	-56.069	132
31.489	-55.316	143
30.861	-54.550	166
30.248	-53.772	176
29.652	-52.982	185
29.072	-52.180	194
28.510	-51.367	206
27.965	-50.542	208
27.438	-49.707	216
26.929	-48.862	223
26.438	-48.007	225
25.967	-47.142	222
25.514	-46.269	217
25.081	-45.386	212
24.667	-44.495	208
24.274	-43.596	204
23.901	-42.689	199
23.548	-41.775	197
23.216	-40.855	206
22.905	-39.927	198
22.616	-38.994	201
22.348	-38.055	205
22.101	-37.111	207
21.876	-36.163	208
21.674	-35.210	207
21.493	-34.253	205
21.335	-33.292	199
21.199	-32.329	193
21.086	-31.363	194
20.995	-30.395	182
20.926	-29.426	155
20.881	-28.455	133
20.858	-27.484	115
20.858	-26.512	114
47.373	-64.447	94
46.560	-64.108	94
45.753	-63.742	94
44.954	-63.350	94
44.163	-62.935	94
43.379	-62.495	94
42.604	-62.034	94
41.838	-61.551	94
41.082	-61.048	94
40.336	-60.524	94
39.600	-59.982	94
38.875	-59.421	98
38.161	-58.843	106
37.459	-58.247	111
36.769	-57.635	116
36.091	-57.007	126
35.427	-56.364	135
34.775	-55.706	143
34.137	-55.033	159
33.514	-54.346	175
32.905	-53.646	180
32.310	-52.933	188
31.731	-52.207	198
31.167	-51.469	193
30.619	-50.719	200
30.087	-49.957	207
29.572	-49.185	214
29.074	-48.402	220
28.593	-47.609	224
28.129	-46.806	222
27.684	-45.993	218
27.256	-45.171	212
26.846	-44.341	206
26.456	-43.502	200
26.084	-42.656	202
25.732	-41.802	198
25.398	-40.941	196
25.085	-40.073	195
24.791	-39.199	199
24.518	-38.319	202
24.264	-37.434	207
24.032	-36.543	204
23.819	-35.648	207
23.628	-34.749	208
23.458	-33.846	206
23.308	-32.940	203
23.180	-32.030	196
23.073	-31.119	199
22.987	-30.205	186
22.923	-29.290	168
22.880	-28.374	139
22.858	-27.457	127
47.858	-61.569	94
47.099	-61.293	94
46.346	-60.989	94
45.599	-60.660	136
44.859	-60.305	137
44.125	-59.926	142
43.400	-59.525	94
42.682	-59.101	94
41.974	-58.656	94
41.274	-58.191	94
40.584	-57.706	94
39.903	-57.202	103
39.234	-56.680	109
38.574	-56.140	120
37.927	-55.584	139
37.290	-55.011	158
36.666	-54.423	170
36.054	-53.819	182
35.455	-53.201	184
34.869	-52.568	188
34.297	-51.922	196
33.738	-51.263	193
33.194	-50.591	197
32.664	-49.906	202
32.149	-49.210	206
31.650	-48.502	210
31.166	-47.784	214
30.697	-47.054	216
30.245	-46.315	217
29.810	-45.566	216
29.391	-44.807	213
28.989	-44.039	210
28.604	-43.263	206
28.237	-42.479	202
27.888	-41.686	199
27.557	-40.887	205
27.244	-40.080	204
26.949	-39.267	205
26.673	-38.448	196
26.416	-37.623	197
26.179	-36.793	199
25.960	-35.958	201
25.761	-35.118	204
25.581	-34.274	204
25.421	-33.427	203
25.280	-32.576	199
25.160	-31.723	194
25.059	-30.867	196
24.979	-30.009	184
24.918	-29.150	164
24.878	-28.290	139
24.858	-27.429	114
48.271	-58.640	118
47.569	-58.424	127
46.871	-58.180	131
46.179	-57.910	133
45.493	-57.614	136
44.813	-57.294	133
44.139	-56.951	130
43.473	-56.585	128
42.814	-56.198	126
42.163	-55.791	127
41.521	-55.363	132
40.888	-54.916	139
40.265	-54.451	159
39.651	-53.968	169
39.048	-53.468	183
38.455	-52.951	188
37.873	-52.419	188
37.303	-51.871	191
36.744	-51.308	191
36.198	-50.731	195
35.664	-50.141	200
35.143	-49.537	196
34.636	-48.920	199
34.141	-48.291	202
33.661	-47.650	204
33.195	-46.998	206
32.743	-46.335	207
32.306	-45.661	208
31.884	-44.977	209
31.478	-44.283	209
31.087	-43.580	209
30.712	-42.869	208
30.353	-42.148	207
30.011	-41.420	206
29.685	-40.684	204
29.376	-39.941	202
29.084	-39.191	200
28.809	-38.435	199
28.552	-37.672	197
28.312	-36.904	196
28.090	-36.131	196
27.886	-35.353	197
27.700	-34.570	198
27.532	-33.784	199
27.383	-32.994	198
27.252	-32.201	195
27.139	-31.405	196
27.046	-30.607	185
26.971	-29.807	165
26.914	-29.005	139
48.608	-55.668	135
47.965	-55.507	139
47.327	-55.319	142
46.692	-55.105	140
46.062	-54.865	138
45.438	-54.602	134
44.819	-54.315	96
44.206	-54.006	94
43.600	-53.675	94
43.001	-53.324	131
42.410	-52.953	136
41.827	-52.563	153
41.252	-52.154	165
40.686	-51.728	178
40.129	-51.285	186
39.582	-50.825	189
39.045	-50.349	188
38.519	-49.858	190
38.003	-49.352	192
37.498	-48.832	194
37.005	-48.298	196
36.523	-47.751	199
36.054	-47.191	200
35.597	-46.619	203
35.152	-46.035	203
34.721	-45.440	202
34.304	-44.834	202
33.899	-44.217	202
33.509	-43.591	204
33.133	-42.955	199
32.771	-42.310	200
32.424	-41.656	200
32.092	-40.993	201
31.775	-40.323	201
31.474	-39.645	201
31.188	-38.961	200
30.917	-38.269	199
30.663	-37.571	197
30.425	-36.868	196
30.203	-36.159	195
29.998	-35.445	193
29.809	-34.726	192
29.637	-34.003	201
29.482	-33.276	199
29.343	-32.545	193
29.222	-31.812	186
29.118	-31.076	171
49.449	-52.745	133
48.867	-52.661	135
48.287	-52.550	136
47.710	-52.412	107
47.135	-52.249	108
46.565	-52.062	106
45.998	-51.852	105
45.437	-51.619	103
44.880	-51.364	100
44.330	-51.088	99
43.785	-50.792	99
43.247	-50.476	100
42.716	-50.142	136
42.192	-49.789	142
41.676	-49.419	158
41.169	-49.032	164
40.670	-48.629	168
40.179	-48.210	172
39.699	-47.777	176
39.227	-47.328	181
38.766	-46.866	186
38.315	-46.390	188
37.875	-45.900	190
37.446	-45.399	190
37.028	-44.885	188
36.622	-44.360	185
36.227	-43.824	169
35.845	-43.276	173
35.475	-42.719	179
35.118	-42.152	187
34.773	-41.575	188
34.442	-40.990	191
34.125	-40.396	193
33.820	-39.794	193
33.530	-39.184	194
33.254	-38.566	195
32.992	-37.942	195
32.744	-37.312	194
32.512	-36.675	194
32.293	-36.032	193
32.090	-35.384	191
31.902	-34.732	190
31.729	-34.074	188
31.571	-33.413	180
31.429	-32.748	173
31.303	-32.079	163
31.192	-31.408	157
51.633	-49.570	94
51.117	-49.637	94
50.600	-49.676	94
50.082	-49.687	97
49.565	-49.670	100
49.048	-49.627	102
48.532	-49.559	103
48.018	-49.467	105
47.506	-49.350	107
46.998	-49.211	108
46.492	-49.049	109
45.990	-48.866	110
45.492	-48.662	108
44.999	-48.438	108
44.511	-48.195	107
44.029	-47.932	107
43.553	-47.652	107
43.082	-47.355	107
42.619	-47.040	137
42.163	-46.709	141
41.714	-46.362	149
41.273	-46.001	158
40.840	-45.624	163
40.416	-45.234	169
40.000	-44.829	178
39.594	-44.412	182
39.197	-43.982	184
38.810	-43.540	184
38.433	-43.086	180
38.067	-42.620	178
37.710	-42.144	174
37.365	-41.658	172
37.031	-41.161	172
36.709	-40.655	163
36.398	-40.140	166
36.098	-39.617	169
35.811	-39.084	170
35.537	-38.545	172
35.274	-37.997	172
35.025	-37.443	169
34.788	-36.881	169
34.564	-36.314	171
34.353	-35.740	168
34.156	-35.161	166
33.972	-34.577	176
33.802	-33.988	174
33.646	-33.395	173
33.503	-32.798	172
33.374	-32.197	170
33.260	-31.593	167
33.160	-30.986	166
52.715	-45.951	94
52.277	-46.121	94
51.836	-46.263	94
51.391	-46.379	94
50.945	-46.469	94
50.497	-46.532	94
50.048	-46.571	97
49.598	-46.586	100
49.148	-46.577	102
48.699	-46.544	104
48.250	-46.490	106
47.803	-46.414	107
47.358	-46.316	109
46.916	-46.199	110
46.476	-46.061	111
46.039	-45.904	112
45.606	-45.728	112
45.177	-45.535	113
44.753	-45.323	112
44.334	-45.095	110
43.920	-44.850	111
43.511	-44.590	110
43.109	-44.313	110
42.712	-44.022	111
42.323	-43.717	112
41.940	-43.398	152
41.565	-43.065	159
41.198	-42.719	164
40.838	-42.361	169
40.487	-41.990	172
40.144	-41.608	174
39.810	-41.215	174
39.485	-40.811	175
39.169	-40.397	176
38.863	-39.973	178
38.566	-39.539	178
38.280	-39.096	181
38.004	-38.644	182
37.738	-38.184	182
37.483	-37.716	182
37.239	-37.241	182
37.006	-36.758	182
36.784	-36.269	182
36.574	-35.773	182
36.375	-35.271	182
36.188	-34.764	184
36.012	-34.251	186
35.849	-33.734	184
35.698	-33.211	184
35.558	-32.685	185
35.432	-32.155	186
35.317	-31.621	186
35.215	-31.085	187
53.577	-45.525	94
53.148	-45.752	94
52.176	-42.790	94
51.809	-42.959	96
51.439	-43.105	98
51.065	-43.228	100
50.689	-43.329	102
50.310	-43.408	103
49.930	-43.466	104
49.550	-43.502	105
49.168	-43.518	106
48.787	-43.514	107
48.405	-43.491	108
48.025	-43.448	108
47.645	-43.386	108
47.268	-43.307	109
46.892	-43.209	109
46.518	-43.094	109
46.148	-42.963	110
45.780	-42.815	110
45.416	-42.651	110
45.056	-42.471	111
44.700	-42.277	111
44.349	-42.068	111
44.003	-41.845	111
43.662	-41.608	112
43.326	-41.358	113
42.996	-41.095	114
42.672	-40.819	114
42.355	-40.532	114
42.044	-40.233	151
41.741	-39.922	156
41.444	-39.601	160
41.155	-39.269	164
40.874	-38.928	169
40.600	-38.576	175
40.335	-38.216	181
40.078	-37.846	185
39.830	-37.468	189
39.591	-37.082	195
39.360	-36.688	200
39.139	-36.286	202
38.927	-35.878	204
38.725	-35.462	204
38.532	-35.041	205
38.349	-34.613	196
38.176	-34.180	195
38.014	-33.741	194
37.861	-33.297	193
37.719	-32.849	192
37.588	-32.397	192
37.467	-31.940	192
37.357	-31.481	191
37.257	-31.017	191
37.168	-30.551	192
37.091	-30.083	193
37.024	-29.612	194
53.940	-41.590	94
53.599	-41.878	94
53.251	-42.142	94
52.898	-42.382	94
52.540	-42.598	94
51.556	-39.711	105
51.259	-39.868	106
50.958	-40.006	106
50.655	-40.127	107
50.349	-40.229	107
50.041	-40.313	108
49.731	-40.380	108
49.419	-40.430	109
49.107	-40.463	108
48.795	-40.478	108
48.482	-40.478	108
48.169	-40.461	108
47.857	-40.428	108
47.546	-40.380	108
47.236	-40.317	108
46.928	-40.238	108
46.621	-40.146	108
46.317	-40.039	109
46.016	-39.918	109
45.717	-39.783	110
45.422	-39.636	110
45.130	-39.476	111
44.842	-39.303	111
44.558	-39.118	112
44.279	-38.921	112
44.004	-38.713	112
43.734	-38.494	113
43.469	-38.264	113
43.210	-38.023	113
42.956	-37.773	114
42.708	-37.513	114
42.466	-37.243	113
42.231	-36.964	113
42.002	-36.677	150
41.780	-36.381	156
41.564	-36.077	160
41.356	-35.765	163
41.155	-35.446	168
40.962	-35.120	174
40.776	-34.787	182
40.598	-34.448	187
40.428	-34.103	190
40.266	-33.751	193
40.113	-33.395	196
39.967	-33.033	199
39.830	-32.666	200
39.702	-32.295	200
39.583	-31.919	201
39.472	-31.540	202
39.370	-31.157	202
39.277	-30.771	192
39.194	-30.381	192
39.119	-29.990	192
39.054	-29.595	192
38.997	-29.199	193
38.951	-28.801	193
38.913	-28.402	194
38.885	-28.002	195
53.244	-38.377	99
52.976	-38.646	100
52.702	-38.897	100
52.423	-39.128	102
52.138	-39.341	102
51.849	-39.535	103
50.857	-36.720	104
50.629	-36.855	104
50.398	-36.976	104
50.164	-37.084	105
49.928	-37.178	105
49.690	-37.259	105
49.450	-37.325	105
49.208	-37.379	105
48.966	-37.419	105
48.723	-37.446	105
48.480	-37.460	106
48.236	-37.462	106
47.992	-37.450	107
47.749	-37.427	108
47.507	-37.391	108
47.265	-37.342	108
47.025	-37.283	108
46.786	-37.211	109
46.549	-37.128	109
46.314	-37.034	110
46.081	-36.930	110
45.851	-36.814	111
45.624	-36.688	112
45.399	-36.552	112
45.178	-36.407	112
44.961	-36.251	111
44.747	-36.086	111
44.537	-35.912	111
44.331	-35.730	110
44.129	-35.538	110
43.932	-35.339	109
43.740	-35.131	109
43.553	-34.916	108
43.371	-34.693	107
43.193	-34.463	107
43.022	-34.226	106
42.856	-33.982	105
42.696	-33.732	105
42.541	-33.475	104
42.393	-33.213	105
42.251	-32.945	105
42.115	-32.672	105
41.985	-32.394	105
41.862	-32.111	105
41.746	-31.824	105
41.637	-31.532	134
41.534	-31.237	135
41.438	-30.938	136
41.350	-30.635	137
41.268	-30.329	138
41.194	-30.021	139
41.127	-29.709	140
41.067	-29.396	140
41.014	-29.080	141
40.969	-28.763	143
40.932	-28.444	143
40.902	-28.124	144
40.879	-27.803	144
40.864	-27.481	145
40.856	-27.159	145
40.856	-26.837	146
40.864	-26.515	146
52.344	-35.388	101
52.146	-35.619	101
51.942	-35.836	102
51.734	-36.040	102
51.521	-36.231	103
51.303	-36.407	103
51.082	-36.570	103
50.084	-33.821	98
49.923	-33.926	98
49.760	-34.022	99
49.595	-34.108	98
49.428	-34.185	99
49.259	-34.252	100
49.089	-34.310	100
48.918	-34.359	101
48.746	-34.398	102
48.572	-34.428	103
48.399	-34.448	104
48.224	-34.459	105
48.050	-34.461	106
47.876	-34.454	107
47.702	-34.438	107
47.528	-34.413	108
47.356	-34.380	109
47.184	-34.338	110
47.013	-34.287	110
46.843	-34.228	111
46.675	-34.161	111
46.509	-34.086	111
46.344	-34.003	111
46.181	-33.912	110
46.021	-33.814	110
45.863	-33.708	110
45.707	-33.595	110
45.554	-33.475	109
45.405	-33.349	109
45.258	-33.215	108
45.114	-33.075	107
44.974	-32.929	107
44.837	-32.777	106
44.703	-32.618	105
44.574	-32.454	103
44.448	-32.285	102
44.327	-32.110	101
44.209	-31.931	100
44.096	-31.746	98
43.987	-31.556	96
43.883	-31.363	94
43.783	-31.165	94
43.688	-30.962	94
43.597	-30.756	94
43.512	-30.547	94
43.431	-30.334	94
43.356	-30.118	94
43.285	-29.899	94
43.220	-29.677	94
43.160	-29.452	94
43.105	-29.226	94
43.055	-28.997	94
43.011	-28.766	94
42.973	-28.534	94
42.939	-28.300	94
42.912	-28.065	94
42.889	-27.829	94
42.873	-27.592	94
42.862	-27.355	94
42.856	-27.117	94
42.856	-26.879	94
42.862	-26.642	94
42.873	-26.404	94
42.890	-26.168	94
42.912	-25.932	94
42.939	-25.697	94
51.259	-32.650	94
51.125	-32.827	94
50.987	-32.996	94
50.845	-33.156	94
50.699	-33.308	95
50.550	-33.450	95
50.397	-33.583	96
50.242	-33.707	97
49.241	-31.019	99
49.146	-31.086	99
49.050	-31.149	100
48.952	-31.205	100
48.853	-31.257	101
48.753	-31.303	102
48.652	-31.343	103
48.549	-31.378	104
48.447	-31.408	104
48.343	-31.431	105
48.239	-31.450	105
48.135	-31.463	105
48.030	-31.470	106
47.926	-31.472	106
47.821	-31.468	106
47.717	-31.459	107
47.612	-31.445	107
47.508	-31.425	107
47.405	-31.400	107
47.303	-31.370	107
47.201	-31.335	108
47.100	-31.295	108
47.000	-31.249	108
46.901	-31.199	108
46.803	-31.144	108
46.707	-31.084	107
46.612	-31.020	107
46.518	-30.951	107
46.427	-30.878	107
46.337	-30.800	106
46.249	-30.718	106
46.163	-30.632	106
46.079	-30.542	105
45.997	-30.448	105
45.917	-30.350	104
45.840	-30.249	104
45.765	-30.144	103
45.693	-30.035	103
45.623	-29.924	102
45.556	-29.809	101
45.491	-29.691	100
45.430	-29.571	99
45.371	-29.447	99
45.315	-29.321	98
45.262	-29.193	97
45.212	-29.062	96
45.166	-28.929	95
45.122	-28.795	94
45.081	-28.658	94
45.044	-28.519	94
45.010	-28.379	94
44.980	-28.238	94
44.952	-28.095	94
44.928	-27.951	94
44.908	-27.806	94
44.890	-27.660	94
44.877	-27.514	94
44.866	-27.367	94
44.859	-27.220	94
44.856	-27.072	94
44.856	-26.924	94
44.859	-26.777	94
44.866	-26.629	94
44.877	-26.483	94
44.890	-26.336	94
49.772	-30.505	94
49.689	-30.603	95
49.603	-30.696	96
49.515	-30.785	96
49.426	-30.868	97
49.334	-30.946	98
48.139	-28.431	102
48.105	-28.445	102
48.071	-28.457	103
48.037	-28.467	103
48.002	-28.475	103
47.968	-28.481	103
47.933	-28.485	103
47.898	-28.488	103
47.863	-28.489	104
47.828	-28.488	104
47.794	-28.485	104
47.759	-28.480	104
47.724	-28.474	104
47.690	-28.466	104
47.655	-28.456	104
47.621	-28.444	104
47.588	-28.431	104
47.554	-28.415	104
47.521	-28.399	104
47.489	-28.380	104
47.457	-28.360	104
47.425	-28.338	104
47.394	-28.315	104
47.363	-28.290	104
47.333	-28.263	104
47.304	-28.235	104
47.275	-28.206	104
47.248	-28.175	104
47.220	-28.143	104
47.194	-28.109	104
47.168	-28.074	104
47.144	-28.038	104
47.120	-28.001	104
47.097	-27.962	104
47.075	-27.922	104
47.053	-27.882	104
47.033	-27.840	104
47.014	-27.797	104
46.996	-27.753	103
46.979	-27.709	103
46.962	-27.663	103
46.947	-27.617	103
46.933	-27.570	103
46.921	-27.523	103
14.126	-23.216	116
16.003	-25.287	128
16.048	-24.343	131
16.118	-23.401	131
16.211	-22.461	128
17.981	-26.252	137
18.001	-25.364	140
18.044	-24.476	143
18.110	-23.590	143
18.197	-22.705	137
18.308	-21.823	133
19.984	-27.106	134
19.981	-26.274	145
20.000	-25.443	158
20.040	-24.612	165
20.101	-23.783	166
20.183	-22.955	162
20.287	-22.130	157
20.411	-21.307	142
20.556	-20.487	134
20.722	-19.671	116
21.983	-27.070	135
21.981	-26.297	153
21.999	-25.524	164
22.036	-24.752	171
22.093	-23.981	174
22.169	-23.212	175
22.265	-22.444	175
22.381	-21.680	170
22.516	-20.918	165
22.670	-20.160	154
22.844	-19.406	138
23.036	-18.656	124
23.248	-17.912	110
24.004	-27.745	137
23.983	-27.032	154
23.981	-26.320	171
23.997	-25.607	181
24.031	-24.895	180
24.084	-24.185	181
24.154	-23.476	182
24.243	-22.768	182
24.350	-22.064	180
24.474	-21.362	180
24.616	-20.663	173
24.776	-19.969	164
24.954	-19.278	147
25.149	-18.592	132
25.361	-17.912	112
25.590	-17.237	101
25.837	-16.568	94
26.001	-27.644	160
25.983	-26.994	169
25.981	-26.344	180
25.996	-25.693	181
26.027	-25.044	184
26.075	-24.395	187
26.139	-23.748	189
26.220	-23.102	189
26.317	-22.459	189
26.431	-21.819	187
26.561	-21.182	185
26.707	-20.549	182
26.869	-19.919	172
27.047	-19.295	153
27.241	-18.675	135
27.450	-18.060	112
28.031	-28.125	181
27.999	-27.540	183
27.983	-26.954	184
27.981	-26.368	186
27.994	-25.782	188
28.022	-25.197	189
28.065	-24.612	191
28.123	-24.029	192
28.196	-23.448	195
28.284	-22.869	195
28.386	-22.293	194
28.503	-21.719	193
28.635	-21.149	189
28.781	-20.583	185
28.941	-20.021	180
29.116	-19.464	173
29.304	-18.911	157
29.507	-18.365	139
30.470	-31.028	190
30.363	-30.521	191
30.269	-30.011	193
30.189	-29.499	195
30.121	-28.985	197
30.066	-28.468	198
30.025	-27.951	201
29.997	-27.432	202
29.982	-26.913	204
29.981	-26.394	205
29.992	-25.875	200
30.017	-25.356	202
30.056	-24.838	203
30.107	-24.322	204
30.172	-23.807	204
30.249	-23.294	204
30.340	-22.784	204
30.444	-22.276	203
30.560	-21.772	200
30.690	-21.271	204
30.832	-20.774	201
30.986	-20.282	197
31.153	-19.794	190
31.333	-19.312	184
31.524	-18.835	171
32.312	-29.994	196
32.230	-29.553	197
32.161	-29.109	199
32.102	-28.664	201
32.055	-28.217	203
32.019	-27.769	205
31.995	-27.320	207
31.982	-26.870	209
31.981	-26.420	210
31.991	-25.971	212
32.012	-25.521	213
32.045	-25.073	214
32.090	-24.626	215
32.146	-24.180	214
32.213	-23.736	214
32.292	-23.295	213
32.381	-22.856	211
32.482	-22.420	213
32.594	-21.987	210
32.717	-21.558	205
32.851	-21.133	200
32.996	-20.712	187
33.151	-20.296	175
33.317	-19.885	162
33.493	-19.480	141
34.131	-28.703	195
34.082	-28.330	196
34.043	-27.955	197
34.013	-27.579	205
33.992	-27.203	205
33.982	-26.826	205
33.980	-26.448	204
33.989	-26.071	204
34.007	-25.694	201
34.035	-25.318	199
34.072	-24.944	196
34.119	-24.570	193
34.175	-24.198	190
34.241	-23.828	186
34.317	-23.461	178
34.401	-23.096	167
34.495	-22.734	161
34.598	-22.375	152
34.710	-22.020	141
34.831	-21.669	136
34.961	-21.322	129
35.100	-20.980	114
35.248	-20.642	109
35.403	-20.310	106
36.024	-25.576	114
36.054	-25.276	114
36.091	-24.978	115
36.136	-24.682	114
